id,utterance,description,emotion,date_created,status,gender,age,level,file,speaker
143,That aroused suspicion the next day after Lincoln was assassinated.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {aroused suspicion}, {the next day} and {assassinated}.",anger,2022-06-03 13:59:26.225325,Complete,female,20s,8,recorded_audio_OYxoqti.wav,3
202,Some of the above-listed levels yielded hominid remains: a humerus fragment of H. cf.,"Placing emphasis on {yielded} and {H. cf}, {user_id} said {transcription}.",neutral,2022-06-19 14:08:12.065811,Complete,female,20s,0,recorded_audio_DqzvYaS.wav,3
1165,One must make an effort for an old school friend.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {friend}.",happiness,2022-08-19 10:14:02.084129,Complete,female,20s,8,recorded_audio_IOlLL1O.wav,3
192,The Wilhelmy Plate tensiometer requires a plate to make contact with the liquid surface.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {requires a plate}, {contact} and {liquid surface}.",happiness,2022-06-03 15:08:41.011098,Complete,female,20s,8,recorded_audio_mG2sgaP.wav,3
375,"When the perianth is in two whorls, it is described as biseriate.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {is in two whorls} and {biseriate}.",anger,2022-07-18 14:01:57.805399,Complete,female,20s,7,recorded_audio_lr22uTr.wav,3
213,A tour was being planned but was eventually scrapped due to financial concerns.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {was} and {eventually scrapped }.,sarcastic,2022-06-19 14:17:26.478399,Complete,female,20s,2,recorded_audio_pYKlCHD.wav,3
374,Early variant names were Clarkville and Altoona.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Early variant names} and {and}.",happiness,2022-07-18 13:51:51.719233,Complete,female,20s,8,recorded_audio_WPSpopS.wav,3
854,He survived by his mother Carol Liles and daughter Maddie Liles.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {and daughter}.",happiness,2022-07-29 12:59:07.263740,Complete,female,20s,2,recorded_audio_8ATvWhC.wav,3
364,But even finding the center of gravity of the sphere accurately was difficult.,{transcription} said {user_id} in a {emotion} voice.,neutral,2022-07-14 13:19:07.138025,Complete,female,20s,0,recorded_audio_OeaXVPR.wav,3
442,"Powell won the fight on points, over eight rounds.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {Powell}, {points} and {over}.",disgust,2022-07-16 16:22:59.522129,Complete,female,20s,2,recorded_audio_ZZEg59R.wav,3
95,"However, this method offers significantly less security than the one for individual transfers.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {However}, {significantly less security} and {individual}.",happiness,2022-06-03 12:02:10.531536,Complete,female,20s,4,recorded_audio_RxEsJkZ.wav,3
703,Dallaire is an outspoken supporter of raising awareness for veterans' mental health.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {veterans'}.",happiness,2022-07-27 13:20:58.820457,Complete,female,20s,8,recorded_audio_d46aQln.wav,3
948,"At the age of six, she appeared on ""Candid Camera"".","Placing emphasis on {six}, {she} and {""Candid Camera""}, {user_id} said {transcription}, in an {emotion} voice.",anger,2022-08-02 12:34:50.245710,Complete,female,20s,7,recorded_audio_FesYDMF.wav,3
1015,"Apart from alignment, there are no restrictions on multi-class combinations.",{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {multi-class}.,happiness,2022-08-04 12:29:59.531482,Complete,female,20s,2,recorded_audio_wy2sae1.wav,3
819,And the film begins with a figure running towards a motorway bridge.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {begins} and {motorway bridge}.",anger,2022-07-28 14:17:56.013598,Complete,female,20s,9,recorded_audio_bqDJooz.wav,3
102,Bereziartu designs and creates her own resin holds to sell for inside rock walls.,{user_id} said {transcription} With a {emotion} voice.,disgust,2022-06-03 13:00:05.737529,Complete,female,20s,4,recorded_audio_BTTEWK8.wav,3
317,Wethermill leaned forward and shook his head with a smile.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {leaned}, {and} and {with a smile}.",disgust,2022-07-11 12:02:15.372839,Complete,female,20s,2,recorded_audio_HXiAFP6.wav,3
510,"Soon, we will all be flying to work.",{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Soon} and {flying to work}.,sarcastic,2022-07-19 14:47:19.433038,Complete,female,20s,5,recorded_audio_pcuFYLo.wav,3
366,"He or she may hold a sword or wand, or other masculine symbol.",{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {He or she}.,neutral,2022-07-14 13:21:15.176775,Complete,female,20s,0,recorded_audio_16eHFWy.wav,3
757,The operator controls refueling operations through a digital fly-by wire system.,"Placing emphasis on {refueling operations} and {fly-by wire}, {user_id} said {transcription}, in an {emotion} voice.",anger,2022-07-28 13:06:04.679882,Complete,female,20s,8,recorded_audio_mM3uJ0d.wav,3
161,It is the youth wing of the National Coalition Party.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {youth wing}, {National Coalition Party}.",sarcastic,2022-06-19 14:03:10.242159,Complete,female,20s,3,recorded_audio_VP1AW1l.wav,3
880,"From Cambridge, regular services run to London King's Cross.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {London King's Cross}.",neutral,2022-07-29 13:25:20.068716,Complete,female,20s,0,recorded_audio_HQJnnuX.wav,3
1004,The type and source of data are usually stated on the datasheet.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {type and source} and {usually}.",surprise,2022-08-02 13:37:49.080344,Complete,female,20s,5,recorded_audio_3RY1UWN.wav,3
620,"Meanwhile, the president would be elected by a mixture of the two modes.",{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {mixture}.,happiness,2022-07-27 11:13:10.683992,Complete,female,20s,0,recorded_audio_Ot3mcLJ.wav,3
785,He later apologised for his remark.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {apologised}.,neutral,2022-07-28 13:32:28.011928,Complete,female,20s,0,recorded_audio_BiAPuBP.wav,3
925,The nakshatra's symbol is a coiled serpent.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {coiled serpent}.",happiness,2022-07-29 14:21:15.408811,Complete,female,20s,9,recorded_audio_OzUEoUs.wav,3
768,Their daughter Orla is married with one child herself.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Orla}.,happiness,2022-07-28 13:18:10.354459,Complete,female,20s,2,recorded_audio_rFCCrwX.wav,3
229,Every solid has its own characteristic energy-band structure.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Every solid}, {its own} and {characteristic}.",sarcastic,2022-07-06 08:52:44.199003,Complete,female,20s,2,recorded_audio_UJwfLcW.wav,3
860,Chairman was an outspoken critic of the former Syrian occupation of Lebanon.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {outspoken critic} and {Syrian}.",disgust,2022-07-29 13:07:31.718454,Complete,female,20s,3,recorded_audio_RF6OuQ4.wav,3
330,He pointed out the flaw in his brother’s argument.,"Placing emphasis on {the flaw} and {argument}, {user_id} said {transcription}.",happiness,2022-07-11 12:19:15.459747,Complete,female,20s,6,recorded_audio_DVCtQZM.wav,3
497,Bickett played college football at the University of Southern California.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {Bickett} and {University of Southern California}.",disgust,2022-07-19 14:30:50.309786,Complete,female,20s,2,recorded_audio_7KgiZXg.wav,3
100,"There are two small churches, one Church of England and one Methodist.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {two} and {one Methodist}.",sadness,2022-06-03 12:07:25.131137,Complete,female,20s,6,recorded_audio_68kBy4q.wav,3
1060,They either are event driven or time sharing.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {are} and {sharing}.,surprise,2022-08-04 13:18:37.902555,Complete,female,20s,2,recorded_audio_IsR9kuI.wav,3
564,"The street begins in the north as Albion Road North, at Walkley Road.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {street begins}.",happiness,2022-07-21 10:56:42.399294,Complete,female,20s,3,recorded_audio_4pPRLNk.wav,3
573,Many women do not actually fit into the Ludwig stages.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {actually}.,happiness,2022-07-21 11:20:22.509015,Complete,female,20s,6,recorded_audio_vWnrtaJ.wav,3
1209,"Most of the disadvantages are about the way people work together, not the structure.",{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {disadvantages} and {together}.,neutral,2022-08-19 11:26:05.990888,Complete,female,20s,0,recorded_audio_KJ0i2zh.wav,3
897,"""Who can read the heart?"" ""You can,"" returned Richard.",{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {read the heart} and {Richard}.,disgust,2022-07-29 13:52:16.510830,Complete,female,20s,5,recorded_audio_uXQ1TKp.wav,3
382,The Australian bulldog ants are among the biggest and most basal of ants.,"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {biggest}, {and} and {basal}.",happiness,2022-07-18 14:03:10.046426,Complete,female,20s,5,recorded_audio_mfYlIiG.wav,3
1133,What is your progress?,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {your}.,happiness,2022-08-19 09:47:17.627040,Complete,female,20s,2,recorded_audio_ujlraYC.wav,3
204,Black would later become a partner in the business with Shaw.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {partner in the business} and {Shaw}.,sarcastic,2022-06-19 14:10:09.251940,Complete,female,20s,2,recorded_audio_OoMMQa1.wav,3
743,"After more than two decades, the term ""Hilton Magic"" still applies today.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {two decades}, {""Hilton Magic""} and {today}.",anger,2022-07-28 12:52:49.475439,Complete,female,20s,9,recorded_audio_fnmD2s8.wav,3
641,She has appeared on the covers of several Philippine magazines.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {covers} and {several Philippine}.",sadness,2022-07-27 11:58:18.394709,Complete,female,20s,8,recorded_audio_1P2gd1r.wav,3
1142,He is considered a pioneer in Art Nouveau design.,"Placing emphasis on {He is} and {design}, {user_id} said {transcription}, in an {emotion} voice.",neutral,2022-08-19 09:54:08.693441,Complete,female,20s,0,recorded_audio_rKyBDi5.wav,3
258,"In these works, Glass uses repetitive structures often associated with musical minimalism.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Glass}, {repetitive} and {musical minimalism}.",sadness,2022-06-21 10:55:06.945185,Complete,female,20s,5,recorded_audio_hZg3FRY.wav,3
629,"The algorithm, along with its recursive application, was invented by Carl Friedrich Gauss.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {recursive}.",disgust,2022-07-27 11:45:09.105995,Complete,female,20s,2,recorded_audio_SezkNnL.wav,3
993,Performing is a passion for these dancers.,"Placing emphasis on {Performing}, {user_id} said {transcription}, in an {emotion} voice.",sarcastic,2022-08-02 13:23:07.001763,Complete,female,20s,0,recorded_audio_QhGvJGL.wav,3
233,Today the museum is run as a subsidiary of Valdres Folkemuseum.,"In an {emotion} voice, {user_id} says {transcription}.",neutral,2022-06-19 14:54:32.395520,Complete,female,20s,0,recorded_audio_ClTMAvl.wav,3
998,The result was a near-doubling of speed.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {doubling}.,sarcastic,2022-08-02 13:31:57.282810,Complete,female,20s,0,recorded_audio_CoDKkFU.wav,3
581,The entire orchestral suite is also sometimes performed and recorded.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {orchestral suite} {is also} and {and recorded}.",happiness,2022-07-21 11:27:59.018878,Complete,female,20s,8,recorded_audio_WbLLRP0.wav,3
184,"Among his big screen credits are the films: ""Tootsie"" and ""Slayground"".","{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {big screen}, {""Tootsie""} and {""Slayground""}.",disgust,2022-06-03 14:59:33.518754,Complete,female,20s,4,recorded_audio_bfedNqV.wav,3
239,"Under the scoreboard was a refreshment stall which sold, among other things, oysters.","{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {refreshment stall}, {which sold} and {oysters}.",happiness,2022-06-19 14:59:19.106595,Complete,female,20s,8,recorded_audio_HmkJYxE.wav,3
159,"At this point in time, the spread will close.",{user_id} said {transcription} With a {emotion} voice.,sarcastic,2022-06-03 14:22:23.652896,Complete,female,20s,2,recorded_audio_5fEV5hj.wav,3
1159,Alexanders is native to the Mediterranean but is able to thrive farther north.,"Placing emphasis on {native}, {but} and {thrive}, {user_id} said {transcription}, in an {emotion} voice.",happiness,2022-08-19 10:08:21.991814,Complete,female,20s,8,recorded_audio_XWoW7S8.wav,3
1203,One family supplied many of Hatfield's physicians for generations.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {many}.",neutral,2022-08-19 11:23:44.706968,Complete,female,20s,0,recorded_audio_RVZmdsi.wav,3
92,He only shook his head.,{user_id} said {transcription} With a {emotion} voice.,happiness,2022-06-03 11:58:58.912625,Complete,female,20s,2,recorded_audio_BQjphOt.wav,3
1143,I thought we'd agreed that you wouldn't actually be meeting him?,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {agreed}, {wouldn't actually] and {meeting him}.",neutral,2022-08-19 09:54:33.595897,Complete,female,20s,0,recorded_audio_rGGFiCJ.wav,3
1061,His father Luis I advised him to be modest and to study with focus.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {modest} and {focus}.",disgust,2022-08-04 13:21:06.212062,Complete,female,20s,3,recorded_audio_fHTxGgM.wav,3
744,"Only four years later, after Casimir's death, Liubartas recaptured the city.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {four years later} and {recaptured}.",happiness,2022-07-28 12:56:19.298462,Complete,female,20s,6,recorded_audio_chVR6Kb.wav,3
369,Since then she has also acquired a substantial stake in Fairfax Media.,"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {also}, {substantial} and {Fairfax Media}.",happiness,2022-07-14 13:23:18.317719,Complete,female,20s,7,recorded_audio_0NKAqN3.wav,3
245,Schutz enrolled at the University of Vienna from where he received his law degree.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {received}.",happiness,2022-06-19 15:08:40.317342,Complete,female,20s,2,recorded_audio_g4Wjn5d.wav,3
83,So where are the language borders?,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {where} and {language borders}.,anger,2022-06-03 11:46:25.151344,Complete,female,20s,8,recorded_audio_03k88ok.wav,3
584,The combination of colours are traditional for the national team since their first game.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {traditional} and {first game}.,sarcastic,2022-07-21 11:29:46.551063,Complete,female,20s,2,recorded_audio_6SUI9Y5.wav,3
1037,I don't like gay people and I don't like to be around gay people.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {don't} and {around}.",happiness,2022-08-04 12:52:41.609837,Complete,female,20s,8,recorded_audio_QBCau5m.wav,3
704,There is a re-introduction scheme in Fennoscandia.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {re-introduction}.,happiness,2022-07-27 13:23:04.902453,Complete,female,20s,3,recorded_audio_uNvAwrl.wav,3
1005,The cats often learn to play games such as 'fetch' and 'tag'.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {cats often learn} and {'fetch' and 'tag'}.,sarcastic,2022-08-04 12:19:55.384765,Complete,female,20s,0,recorded_audio_3vfUYP9.wav,3
601,"The lyrics make reference to murder, intoxication, misogyny, gangsta rap themes and supernatural fantasy.","{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {reference} and {murder, intoxication, misogyny, gangsta rap themes and supernatural fantasy}.",disgust,2022-07-21 11:44:38.816622,Complete,female,20s,4,recorded_audio_ltwMeWX.wav,3
422,Much of his work is available for viewing on Behance.,"Placing emphasis on {Behance}, {user_id} said {transcription}.",happiness,2022-07-18 14:14:00.876501,Complete,female,20s,7,recorded_audio_6lrGxUj.wav,3
1113,The Layene brotherhood is the third largest of the Muslim brotherhoods of Senegal.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {third largest} and {Muslim brotherhoods of Senegal}.",surprise,2022-08-10 14:21:20.536993,Complete,female,20s,6,recorded_audio_HAJ107h.wav,3
1131,Considered a heretic by the Hasidim.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {heretic}.,happiness,2022-08-19 09:46:09.761087,Complete,female,20s,3,recorded_audio_kbKkmQo.wav,3
1201,He lived for some time at the Hamburg cell apartment.,"Placing emphasis on {some time} and {Hamburg cell apartment}, {user_id} said {transcription}, in an {emotion} voice.",sadness,2022-08-19 11:22:16.502008,Complete,female,20s,9,recorded_audio_Km1XSpN.wav,3
432,The local school that Boine attended reflected a very different world from her family's.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {very different world} and {family's}.,happiness,2022-07-18 14:31:53.485653,Complete,female,20s,8,recorded_audio_5zeSaFB.wav,3
401,The water flows through most of the cards of the Rider-Waite-Smith Tarot.,"Placing emphasis on {flows}, {most}, {cards} and {Tarot}, {user_id} said {transcription}.",happiness,2022-07-16 15:54:51.848590,Complete,female,20s,6,recorded_audio_TithtlC.wav,3
546,Each level starts out with a case to solve and some possible clues.,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Each level}, {with a case to solve} and {clues}.",surprise,2022-07-21 10:00:40.590442,Complete,female,20s,6,recorded_audio_8xSxnMx.wav,3
754,"However, they are on good terms these days.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {However}.",neutral,2022-07-28 13:03:30.497525,Complete,female,20s,0,recorded_audio_G482BgW.wav,3
499,Jacko combined a rap-like delivery with lyrics based on Australian comedy and larrikinism.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {rap-like} and {Australian comedy}.",anger,2022-07-19 14:36:11.812090,Complete,female,20s,7,recorded_audio_N53WssB.wav,3
800,Tyneham is only accessible when the Lulworth Ranges are open to the public.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {only} and {public}.,disgust,2022-07-28 13:55:45.742041,Complete,female,20s,5,recorded_audio_iN9lpc6.wav,3
728,Antoine was able to enlarge his duchy through heritages and acquisitions.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {enlarge} and {and}.,happiness,2022-07-28 12:34:11.007181,Complete,female,20s,7,recorded_audio_DFefOy0.wav,3
902,Gizmos and amp; Gadgets!,"Placing emphasis on {Gadgets}, {user_id} said {transcription}, in an {emotion} voice.",sarcastic,2022-07-29 13:56:59.596348,Complete,female,20s,6,recorded_audio_4aQam1J.wav,3
110,Is this some sort of test?,{user_id} said {transcription} With a {emotion} voice.,happiness,2022-06-03 13:10:55.712963,Complete,female,20s,6,recorded_audio_P7YJdYT.wav,3
346,It lies within the City of Charles Sturt.,"In an {emotion} voice, {user_id} says {transcription}.",neutral,2022-07-14 12:56:35.170406,Complete,female,20s,0,recorded_audio_PpLi2R5.wav,3
915,Russia and China used this as a source for germanium.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Russia and China} and {germanium}.",disgust,2022-07-29 14:12:43.306922,Complete,female,20s,3,recorded_audio_flZhdTA.wav,3
525,"Originally named the ""School of Commerce and Domestic Science"".","In an {emotion} voice, {user_id} says {transcription}. emphasising on {Originally} and {""School of Commerce and Domestic Science""}.",happiness,2022-07-19 15:05:23.017129,Complete,female,20s,5,recorded_audio_jUpLFhV.wav,3
309,She served as editor of many Air Force professional journals.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {served}, {editor}, {many} and {professional}.",surprise,2022-07-11 11:49:22.443321,Complete,female,20s,5,recorded_audio_8s6uEgC.wav,3
112,Algebra is a foundation of Machine Learning.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Algebra} and {Machine Learning}.,happiness,2022-06-03 13:13:21.872471,Complete,female,20s,3,recorded_audio_i9Wd4Fs.wav,3
474,New weapon handling procedures were also introduced.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {New weapon}.",disgust,2022-07-18 14:54:03.788079,Complete,female,20s,2,recorded_audio_Nlh0DQM.wav,3
837,"""H. triangularis"" feeds on eels and fish.","Placing emphasis on {eels and}, {user_id} said {transcription}, in an {emotion} voice.",neutral,2022-07-28 14:37:24.545683,Complete,female,20s,0,recorded_audio_PIRGBbv.wav,3
725,The Don Bosco College is situated in Fuiloro.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {College} and {Fuiloro}.,sadness,2022-07-28 12:31:09.708416,Complete,female,20s,6,recorded_audio_VqRGmGO.wav,3
59,He represented Queensland and played in the English county scene at first class level.,"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {He}, {Queensland}, {English} and {first class level}.",anger,2022-06-03 11:07:06.127212,Complete,female,20s,8,recorded_audio_nX535py.wav,3
96,This kind of transaction is referred to as a spot transaction or simply spot.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {spot}.,sadness,2022-06-03 12:03:26.695351,Complete,female,20s,6,recorded_audio_9ZWk7in.wav,3
472,The river begins in northeastern Mississippi in Itawamba County.,"Placing emphasis on {in northeastern}, {user_id} said {transcription}.",sarcastic,2022-07-18 14:52:38.385084,Complete,female,20s,2,recorded_audio_PrNiJLo.wav,3
906,Two galleasses each were assigned to the wings and center.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {assigned} and {wings}.",sarcastic,2022-07-29 14:02:05.704372,Complete,female,20s,0,recorded_audio_62f2nPB.wav,3
40,Non-resonant excitation occurs when the incoming radiation promotes a core electron to the continuum.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Non-resonant}, {excitation}, {incoming}, {core}, {electron} and {continuum}.",happiness,2022-05-20 10:49:14.711672,Complete,female,20s,8,recorded_audio_JPhb61X.wav,3
1183,"Because of this, she met many aspiring novelists and decided to try it herself.","{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {this}, {novelists}, {and} and {herself}.",happiness,2022-08-19 11:09:39.920479,Complete,female,20s,8,recorded_audio_pJ5RMNe.wav,3
755,"He played in football as a cornerback, safety, wide receiver, and running back.","{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {football} and {cornerback, safety, wide receiver, and running back}.",surprise,2022-07-28 13:04:00.536047,Complete,female,20s,5,recorded_audio_YfDPjXc.wav,3
494,It was Mensforth had arranged the technical exchange agreement and extra capital with Westinghouse.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {extra capital} and {with Westinghouse}.,surprise,2022-07-19 14:25:35.639484,Complete,female,20s,5,recorded_audio_xa5l5D2.wav,3
630,Later liberal historians would embellish this portrayal even more.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {Later}, {embellish} and {even more}.",sarcastic,2022-07-27 11:45:50.543337,Complete,female,20s,2,recorded_audio_RniqALr.wav,3
1118,Phase-transfer catalysis is a special form of heterogeneous catalysis.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {catalysis}.",neutral,2022-08-19 09:40:51.344509,Complete,female,20s,0,recorded_audio_9oAobei.wav,3
14,The participants competing against each other have to go through rounds.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Go through rounds}.,surprise,2022-05-11 10:38:59.577561,Complete,female,20s,6,recorded_audio_Jbvxpuk.wav,3
750,It is situated at the foot of the Euganei Hills.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {at the foot}.,surprise,2022-07-28 13:00:43.248782,Complete,female,20s,4,recorded_audio_n0q74wd.wav,3
407,The island is northwest of the Salisbury Beach State Reservation.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {island}, {northwest} and {Salisbury Beach State Reservation}.",anger,2022-07-16 16:03:36.758986,Complete,female,20s,7,recorded_audio_YJ9hASM.wav,3
1186,"The class is named after Arjuna, a central hero in Hindu mythology.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {The class}, {a central} and {Hindu}.",surprise,2022-08-19 11:12:53.946066,Complete,female,20s,5,recorded_audio_OVUAtxD.wav,3
810,Many variants of this airliner have been built.,"Placing emphasis on {airliner}, {user_id} said {transcription}, in an {emotion} voice.",neutral,2022-07-28 14:09:03.904173,Complete,female,20s,0,recorded_audio_qAyuIM6.wav,3
1200,She was featured regularly on Dutch television where she hosted several shows.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {regularly}, {Dutch television} and {shows}.",surprise,2022-08-19 11:21:50.702475,Complete,female,20s,4,recorded_audio_b9U2oLv.wav,3
218,"Male Airways should not be mistaken for Male Air, an Austrian business aviation company.","Placing emphasis on {should not be}, {an Austrian}, {business} and {aviation company}, {user_id} said {transcription}.",happiness,2022-06-19 14:26:25.029388,Complete,female,20s,7,recorded_audio_qjTK2wv.wav,3
1093,"Of these, many are engaged in ""political intelligence"".","{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {engaged} and {""political intelligence""}.",sarcastic,2022-08-10 14:05:36.008067,Complete,female,20s,1,recorded_audio_3jFqrS1.wav,3
528,"The Company also has a game division called ""Now Servers"" and ""Now Games"".","{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Company}, {called}, {""Now Servers""}, {and} and {""Now Games""}.",sarcastic,2022-07-19 15:16:53.417490,Complete,female,20s,0,recorded_audio_oB8RqHv.wav,3
624,"The second section is titled, A new farm crisis?",{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {A new farm crisis} and {Word}.,disgust,2022-07-27 11:35:37.450171,Complete,female,20s,2,recorded_audio_TEOG37Y.wav,3
1137,The Royal Corps of Transport consisted of a number of different specialist trades.,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Corps}, {Transport}, {number} and {specialist trades}.",disgust,2022-08-19 09:50:21.396813,Complete,female,20s,2,recorded_audio_nCK27Z5.wav,3
461,The President has the right to initiate the legislative process.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {initiate}.",surprise,2022-07-18 14:26:35.707607,Complete,female,20s,4,recorded_audio_96uTNli.wav,3
212,He was the eldest son of Major David Smith and his wife Harriet.,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {eldest}, {his wife Harriet} and {Major David Smith}.",happiness,2022-06-19 14:14:22.532388,Complete,female,20s,7,recorded_audio_pn1CRXN.wav,3
691,Premier Division Champions.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {Word} and {Word}.",happiness,2022-07-27 13:05:45.859808,Needs Updating,female,20s,9,recorded_audio_HDXgKvK.wav,3
1090,The internet and speed dating agencies are the biggest of the group.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {biggest}.",neutral,2022-08-10 14:04:33.111014,Complete,female,20s,0,recorded_audio_MhBg4M3.wav,3
777,The main mast of a brigantine is the aft one.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {main mast}.,sarcastic,2022-07-28 13:27:04.697353,Complete,female,20s,3,recorded_audio_EEP0cPG.wav,3
1176,The Fury X is a very potent graphics card.,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {The Fury X}, {very} and {graphics card}.",happiness,2022-08-19 11:06:21.189571,Complete,female,20s,9,recorded_audio_3QFxQfi.wav,3
335,The third vacancy was created after Alderman Rositano's death.,"Placing emphasis on {The third} and {after Alderman Rositano's}, {user_id} said {transcription}.",disgust,2022-07-11 12:28:08.072183,Complete,female,20s,0,recorded_audio_F39yV2u.wav,3
889,The decisive engagement was then fought out between the Theban and Spartan infantry.,"Placing emphasis on {fought out} and {Theban and Spartan infantry}, {user_id} said {transcription}, in an {emotion} voice.",anger,2022-07-29 13:46:54.981953,Complete,female,20s,7,recorded_audio_kik39tV.wav,3
1034,Many of those were restored by David Shepard's Film Preservation Associates.,"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {those}, {restored} and {David Shepard's}.",surprise,2022-08-04 12:50:06.452936,Complete,female,20s,6,recorded_audio_iwMuZ78.wav,3
299,"The narrow and low-lying peninsula of Hafun, northeast of Mogadishu, was especially affected.","Placing emphasis on {narrow and}, {northeast} and {especially}, {user_id} said {transcription}.",happiness,2022-07-29 12:11:54.728342,Complete,female,20s,2,recorded_audio_XxNtyxA.wav,3
